module,d_in,a,b,k,m,null_kind,n_blocks,raw,cond,null_iso,null_act_raw,null_act_cond,excess_over_iso,excess_raw,excess_cond,h0_excess,excess_raw_corrected
encoder.layers.0.self_attn.q_proj,768,dtd,eurosat,8,18,coupling,24,0.24822184443473816,0.3350542187690735,0.010416666666666666,0.02661849946404497,0.07874813458571832,0.2378051777680715,0.2216033449706932,0.25630608418335515,-0.005011044442653656,0.22661438941334686
encoder.layers.0.self_attn.q_proj,768,dtd,gtsrb,8,18,coupling,24,0.23924916982650757,0.3518425524234772,0.010416666666666666,0.02885389296958844,0.10421509544054668,0.2288325031598409,0.21039527685691914,0.24762745698293048,-0.005011044442653656,0.2154063212995728
encoder.layers.0.self_attn.q_proj,768,dtd,mnist,8,18,coupling,24,0.23803158104419708,0.2798735499382019,0.010416666666666666,0.027408559030542772,0.07470861946543057,0.22761491437753043,0.21062302201365432,0.20516493047277135,-0.005011044442653656,0.21563406645630798
encoder.layers.0.self_attn.q_proj,768,dtd,resisc45,8,18,coupling,24,0.24023084342479706,0.24802620708942413,0.010416666666666666,0.018035786769663293,0.044702839106321335,0.2298141767581304,0.22219505665513375,0.2033233679831028,-0.005011044442653656,0.2272061010977874
encoder.layers.0.self_attn.q_proj,768,dtd,stanford-cars,8,18,coupling,24,0.23744088411331177,0.2617585062980652,0.010416666666666666,0.018073158416276176,0.04970079536239306,0.2270242174466451,0.21936772569703558,0.21205771093567213,-0.005011044442653656,0.22437877013968924
encoder.layers.0.self_attn.q_proj,768,dtd,sun397,8,18,coupling,24,0.23096127808094025,0.2492324262857437,0.010416666666666666,0.016666066289568942,0.0475113553305467,0.2205446114142736,0.21429521179137132,0.201721070955197,-0.005011044442653656,0.21930625623402497
encoder.layers.0.self_attn.q_proj,768,dtd,svhn,8,18,coupling,24,0.2414798140525818,0.32974666357040405,0.010416666666666666,0.028190434910357,0.10802709062894185,0.23106314738591513,0.2132893791422248,0.22171957294146222,-0.005011044442653656,0.21830042358487844
encoder.layers.0.self_attn.q_proj,768,eurosat,gtsrb,8,18,coupling,24,0.2612376809120178,0.3945292830467224,0.010416666666666666,0.05843387730419636,0.1459418727705876,0.25082101424535114,0.20280380360782146,0.24858741027613482,-0.005011044442653656,0.20781484805047512
encoder.layers.0.self_attn.q_proj,768,eurosat,mnist,8,18,coupling,24,0.24132850766181946,0.2688228189945221,0.010416666666666666,0.03922083415091038,0.08395540217558543,0.2309118409951528,0.20210767351090908,0.18486741681893665,-0.005011044442653656,0.20711871795356274
encoder.layers.0.self_attn.q_proj,768,eurosat,resisc45,8,18,coupling,24,0.1844615787267685,0.20588886737823486,0.010416666666666666,0.02198098289469878,0.05615409774084886,0.17404491206010184,0.16248059583206972,0.149734769637386,-0.005011044442653656,0.16749164027472338
