scope,weighting,base,n_tasks,n_modules,n_cells,k,null_m,block_z,mean_raw,mean_null_iso,mean_null_exact,mean_excess_exact,fraction_explained,fraction_explained_pct,frac_num_sum,frac_den_sum,n_blocks_min,n_blocks_median,n_blocks_max
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,8,64,2.0,0.07140154734212015,0.0078125,0.015377134196122664,0.05602441314599748,0.1189612757590724,11.89612757590724,68.9894638686387,579.9321117601357,18,42.5,51
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,8,64,3.0,0.07140154734212015,0.0078125,0.0150522955484316,0.05634925179368855,0.11385287012526292,11.385287012526293,66.02693540169619,579.9321117601357,15,29.5,41
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,16,1.0,0.09086132576641129,0.015625,0.020152485245435465,0.07070884052097581,0.06017685206335166,6.017685206335166,41.290665438371434,686.1552909896709,14,16.0,16
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,16,2.0,0.09086132576641129,0.015625,0.02013554899557949,0.07072577677083179,0.05995174471416295,5.995174471416295,41.136206839684945,686.1552909896709,13,15.0,16
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,16,3.0,0.09086132576641129,0.015625,0.020071908014983958,0.07078941775142733,0.0591058636859862,5.91058636859862,40.55580109665368,686.1552909896709,11,14.0,16
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,32,1.0,0.09086132576641129,0.015625,0.024565456233224734,0.06629586953318654,0.11883164338703174,11.883164338703175,81.53696084700957,686.1552909896709,24,30.5,32
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,32,2.0,0.09086132576641129,0.015625,0.024502303199955878,0.06635902256645541,0.11799224788724444,11.799224788724445,80.96100518359759,686.1552909896709,18,26.0,31
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,32,3.0,0.09086132576641129,0.015625,0.0242200936491131,0.06664123211729818,0.11424127323546572,11.424127323546571,78.38725407991149,686.1552909896709,14,21.5,28
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,64,1.0,0.09086132576641129,0.015625,0.027451671787728532,0.06340965397868276,0.15719363840875475,15.719363840875475,107.85924670408423,686.1552909896709,31,56.5,62
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,64,2.0,0.09086132576641129,0.015625,0.027340550643758923,0.06352077512265236,0.15571667707607867,15.571667707607867,106.84582187108137,686.1552909896709,18,42.5,51
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,16,64,3.0,0.09086132576641129,0.015625,0.027002773572075704,0.06385855219433557,0.1512271293975819,15.12271293975819,103.76529497733043,686.1552909896709,15,29.5,41
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,16,1.0,0.12505000590187448,0.03125,0.03635802976161881,0.08869197614025567,0.054456603840328056,5.445660384032806,46.58523142596357,855.4560538250953,14,16.0,16
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,16,2.0,0.12505000590187448,0.03125,0.03634197079497773,0.08870803510689675,0.0542853995159074,5.42853995159074,46.43877365019688,855.4560538250953,13,15.0,16
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,16,3.0,0.12505000590187448,0.03125,0.03628183851431484,0.08876816738755965,0.0536443304660206,5.36443304660206,45.89036725055132,855.4560538250953,11,14.0,16
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,32,1.0,0.12505000590187448,0.03125,0.04319106202470207,0.08185894387717241,0.1273034250892669,12.73034250892669,108.90248566528288,855.4560538250953,24,30.5,32
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,32,2.0,0.12505000590187448,0.03125,0.04312175057818608,0.08192825532368841,0.1265644971345235,12.65644971345235,108.27036527305705,855.4560538250953,18,26.0,31
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,32,3.0,0.12505000590187448,0.03125,0.042886279071312636,0.08216372683056185,0.12405414007633976,12.405414007633976,106.12286513037122,855.4560538250953,14,21.5,28
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,64,1.0,0.12505000590187448,0.03125,0.04908170286100962,0.07596830304086487,0.19010343005376373,19.010343005376374,162.62513009240774,855.4560538250953,31,56.5,62
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,64,2.0,0.12505000590187448,0.03125,0.048930013179584314,0.07611999272229017,0.18848626937272933,18.848626937272932,161.24172019780895,855.4560538250953,18,42.5,51
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-large-patch14@32bd64288804d66eefd0ccbe215aa642df71cc41,20,48,9120,32,64,3.0,0.12505000590187448,0.03125,0.048607266792904925,0.07644273910896955,0.1850454765542617,18.50454765542617,158.2982731512929,855.4560538250953,15,29.5,41
