scope,weighting,base,n_tasks,n_modules,n_cells,k,null_m,block_z,mean_raw,mean_null_iso,mean_null_exact,mean_excess_exact,fraction_explained,fraction_explained_pct,frac_num_sum,frac_den_sum,n_blocks_min,n_blocks_median,n_blocks_max
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,8,16,2.0,0.09531264906124162,0.009114583333333334,0.02475777111684479,0.07055487794439684,0.1814795686122533,18.14795686122533,213.9988088784367,1179.1895391577855,9,13.0,15
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,8,16,3.0,0.09531264906124162,0.009114583333333334,0.024576347412122772,0.07073630164911886,0.1793748380340209,17.937483803402092,211.5169325978395,1179.1895391577855,5,11.0,14
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,8,32,1.0,0.09531264906124162,0.009114583333333334,0.027166469529350017,0.06814617953189162,0.20942333268821872,20.942333268821873,246.9498031615082,1179.1895391577855,19,29.0,32
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,8,32,2.0,0.09531264906124162,0.009114583333333334,0.027068050663334516,0.06824459839790711,0.20828155688171548,20.82815568817155,245.60343307441616,1179.1895391577855,11,22.5,28
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,8,32,3.0,0.09531264906124162,0.009114583333333334,0.02682666364131779,0.06848598541992383,0.20548118056261475,20.548118056261476,242.3012586132274,1179.1895391577855,6,17.0,22
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,8,64,1.0,0.09531264906124162,0.009114583333333334,0.02855596758655935,0.06675668147468228,0.22554316142771047,22.554316142771047,265.9581365841319,1179.1895391577855,20,53.0,59
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,8,64,2.0,0.09531264906124162,0.009114583333333334,0.02841957306299211,0.06689307599824952,0.22396082286343477,22.39608228634348,264.0922595017321,1179.1895391577855,11,37.0,49
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,8,64,3.0,0.09531264906124162,0.009114583333333334,0.02810496027972301,0.06720768878151863,0.22031094069250295,22.031094069250294,259.7883566266108,1179.1895391577855,6,24.0,33
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,16,1.0,0.10748791768956298,0.018229166666666668,0.03280207265338605,0.07468584503617694,0.16326585146795514,16.326585146795512,199.3573538983211,1221.0597139932215,12,15.0,16
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,16,2.0,0.10748791768956298,0.018229166666666668,0.0326917412698307,0.07479617641973227,0.1620297666886931,16.202976668869308,197.848020571284,1221.0597139932215,9,13.0,15
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,16,3.0,0.10748791768956298,0.018229166666666668,0.03252673595649773,0.07496118173306525,0.1601811489179756,16.01811489179756,195.5907478848889,1221.0597139932215,5,11.0,14
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,32,1.0,0.10748791768956298,0.018229166666666668,0.037703421886731266,0.0697844958028317,0.21817754558395222,21.817754558395222,266.40781141048376,1221.0597139932215,19,29.0,32
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,32,2.0,0.10748791768956298,0.018229166666666668,0.03753120621654544,0.06995671147301755,0.21624814742172993,21.624814742172994,264.05190104234157,1221.0597139932215,11,22.5,28
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,32,3.0,0.10748791768956298,0.018229166666666668,0.037261614890277954,0.07022630279928503,0.21322781246097827,21.322781246097826,260.3638916990024,1221.0597139932215,6,17.0,22
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,64,1.0,0.10748791768956298,0.018229166666666668,0.040991209141485185,0.0664967085480778,0.255011886386128,25.5011886386128,311.38474105551734,1221.0597139932215,20,53.0,59
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,64,2.0,0.10748791768956298,0.018229166666666668,0.040758604838126,0.06672931285143698,0.25240593121989996,25.240593121989995,308.20271418556376,1221.0597139932215,11,37.0,49
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,16,64,3.0,0.10748791768956298,0.018229166666666668,0.04032331731283072,0.06716460037673226,0.24752923823117962,24.75292382311796,302.2479808395242,1221.0597139932215,6,24.0,33
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,16,1.0,0.1408675625860386,0.036458333333333336,0.050591586456739314,0.09027597612929929,0.13536402121309393,13.536402121309393,193.34290272819385,1428.3182561770082,12,15.0,16
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,16,2.0,0.1408675625860386,0.036458333333333336,0.05047474381964763,0.09039281876639098,0.13424493779558408,13.424493779558407,191.74449545277957,1428.3182561770082,9,13.0,15
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,16,3.0,0.1408675625860386,0.036458333333333336,0.05035498994983636,0.09051257263620224,0.13309797147212404,13.309797147212404,190.1062625137614,1428.3182561770082,5,11.0,14
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,32,1.0,0.1408675625860386,0.036458333333333336,0.05890046001620175,0.08196710256983686,0.21494389761800617,21.494389761800615,307.00829302163993,1428.3182561770082,19,29.0,32
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,32,2.0,0.1408675625860386,0.036458333333333336,0.05869316657513621,0.0821743960109024,0.21295850377352313,21.295850377352313,304.17251874786336,1428.3182561770082,11,22.5,28
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,32,3.0,0.1408675625860386,0.036458333333333336,0.05843193482334068,0.08243562776269793,0.21045650511243477,21.045650511243476,300.59886838330044,1428.3182561770082,6,17.0,22
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,64,1.0,0.1408675625860386,0.036458333333333336,0.06622491986964499,0.07464264271639362,0.28509535746372144,28.509535746372144,407.2069038167434,1428.3182561770082,20,53.0,59
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,64,2.0,0.1408675625860386,0.036458333333333336,0.06592933708774741,0.0749382254982912,0.2822643550321053,28.226435503210528,403.1633313603845,1428.3182561770082,11,37.0,49
all_task_pairs_x_all_retained_modules,equal_cell_ratio_of_sums,openai/clip-vit-base-patch32@c237dc49a33fc61debc9276459120b7eac67e7ef,20,72,13680,32,64,3.0,0.1408675625860386,0.036458333333333336,0.06543741758931922,0.07543014499671938,0.27755289894772434,27.755289894772435,396.43387262188696,1428.3182561770082,6,24.0,33
